dateTime,BandAccX,BandAccY,BandAccZ,X,Y,Z,Type,altitude,course,hacc,latitude,longitude,speed,rate,rateZone,usage,deviceStatus
2024-06-06 12:12:04.165,,,,0.064606,3.265605,9.601799,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.183,,,,-160.952711,-19.446763,-0.343456,Orientation,,,,,,,,,,
2024-06-06 12:12:04.185,,,,-0.037089,3.329015,9.379267,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.205,,,,0.023928,3.260819,9.182457,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.221,,,,3.95625,-19.800001,-32.90625,MagneticField,,,,,,,,,,
2024-06-06 12:12:04.225,,,,0.043071,3.392424,9.174082,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.245,,,,0.199801,3.463611,9.145369,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.265,,,,0.4002,3.282354,9.147761,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.281,,,,3.9,-20.0625,-32.831253,MagneticField,,,,,,,,,,
2024-06-06 12:12:04.285,,,,0.151944,3.124428,9.55155,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.305,,,,0.027517,3.228516,9.679565,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.325,,,,0.088534,3.263212,9.358928,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.341,,,,3.825,-20.118752,-33.09375,MagneticField,,,,,,,,,,
2024-06-06 12:12:04.344,,,,0.038285,3.269194,9.257831,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.365,,,,0.062213,3.264408,9.221938,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.383,,,,-160.856064,-19.41631,-1.315665,Orientation,,,,,,,,,,
2024-06-06 12:12:04.385,,,,0.212961,3.142374,9.175279,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.401,,,,3.5625,-20.306252,-33.600002,MagneticField,,,,,,,,,,
2024-06-06 12:12:04.405,,,,0.249452,3.125625,9.350553,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.425,,,,0.248255,3.14716,9.502497,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.445,,,,0.27338,3.191427,9.431909,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.461,,,,3.5625,-20.34375,-33.675003,MagneticField,,,,,,,,,,
2024-06-06 12:12:04.465,,,,0.236291,3.199802,9.45464,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.485,,,,0.236291,3.246462,9.423533,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.505,,,,0.2333,3.272783,9.375677,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.520,,,,3.5625,-20.231251,-33.65625,MagneticField,,,,,,,,,,
2024-06-06 12:12:04.525,,,,0.24347,3.230909,9.358928,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.545,,,,0.25663,3.234498,9.334999,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.565,,,,0.257827,3.229712,9.256635,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.581,,,,3.4875,-20.306252,-33.787502,MagneticField,,,,,,,,,,
2024-06-06 12:12:04.582,,,,-160.590288,-18.956082,-0.730249,Orientation,,,,,,,,,,
2024-06-06 12:12:04.585,,,,0.189033,3.153142,9.309875,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.605,,,,0.179462,3.110071,9.373284,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.625,,,,0.118445,3.184249,9.486943,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.641,,,,3.28125,-20.268751,-34.068752,MagneticField,,,,,,,,,,
2024-06-06 12:12:04.645,,,,0.088534,3.192624,9.434301,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.665,,,,0.162712,3.160321,9.430713,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.685,,,,0.223729,3.161517,9.379267,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.701,,,,2.9625,-20.268751,-34.837502,MagneticField,,,,,,,,,,
2024-06-06 12:12:04.705,,,,0.191426,3.256033,9.286545,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.725,,,,0.154337,3.236891,9.302098,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.745,,,,0.272184,3.069393,9.376874,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.761,,,,2.71875,-20.362501,-35.625,MagneticField,,,,,,,,,,
2024-06-06 12:12:04.765,,,,0.286541,3.034697,9.562318,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.781,,,,-160.489351,-18.847495,-1.333316,Orientation,,,,,,,,,,
2024-06-06 12:12:04.785,,,,0.384646,3.129214,9.535996,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.805,,,,0.498305,3.047858,9.445069,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.821,,,,2.775,-20.306252,-35.756252,MagneticField,,,,,,,,,,
2024-06-06 12:12:04.825,,,,0.275773,2.879164,9.616156,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.845,,,,0.263809,3.07059,9.398409,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.865,,,,0.466002,2.936592,9.203992,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.881,,,,2.71875,-20.19375,-35.943752,MagneticField,,,,,,,,,,
2024-06-06 12:12:04.885,,,,0.202194,2.866003,9.287741,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.905,,,,0.010768,3.141178,9.470194,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.925,,,,0.151944,3.200999,9.500104,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.941,,,,2.60625,-20.268751,-36.150002,MagneticField,,,,,,,,,,
2024-06-06 12:12:04.945,,,,0.195015,3.18066,9.57787,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.951,,,,0.003329,-0.014248,-0.002929,AngularVelocity,,,,,,,,,,
2024-06-06 12:12:04.965,,,,0.149551,3.205784,9.555139,Acceleration,,,,,,,,,,
2024-06-06 12:12:04.981,,,,-160.370096,-18.557038,-1.215464,Orientation,,,,,,,,,,
2024-06-06 12:12:04.985,,,,0.29013,3.153142,9.317053,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.000,,,,,,,Position,44.993,0.0,3.79,52.334762,4.861962,0.0,,,on,ACTIVITY_PAUSED
2024-06-06 12:12:05.000,,,,,,,Position,44.993,0.0,3.79,52.334762,4.861962,0.0,,,on,ACTIVITY_RESUMED
2024-06-06 12:12:05.001,,,,2.64375,-20.38125,-36.431252,MagneticField,,,,,,,,,,
2024-06-06 12:12:05.005,,,,0.343968,3.132803,9.220742,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.025,,,,0.238684,3.204588,9.177671,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.045,,,,0.247059,3.215355,9.23151,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.061,,,,2.475,-20.362501,-36.637501,MagneticField,,,,,,,,,,
2024-06-06 12:12:05.065,,,,0.131605,3.173481,9.416355,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.085,,,,0.107677,3.202195,9.472587,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.105,,,,0.058624,3.181856,9.405587,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.121,,,,2.475,-20.362501,-36.84375,MagneticField,,,,,,,,,,
2024-06-06 12:12:05.125,,,,-0.002393,3.288337,9.494123,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.145,,,,0.06341,3.343371,9.415159,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.165,,,,0.122034,3.368496,9.358928,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.181,,,,2.56875,-20.25,-37.03125,MagneticField,,,,,,,,,,
2024-06-06 12:12:05.181,,,,-160.529622,-18.159299,-1.247163,Orientation,,,,,,,,,,
2024-06-06 12:12:05.185,,,,0.065803,3.391228,9.307482,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.205,,,,0.125623,3.319443,9.460623,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.225,,,,0.38345,2.976073,9.533604,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.241,,,,2.4375,-20.212502,-37.106251,MagneticField,,,,,,,,,,
2024-06-06 12:12:05.245,,,,0.308076,3.064608,9.245867,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.265,,,,-0.399601,3.413362,9.312267,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.285,,,,0.148355,3.414558,8.878569,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.301,,,,2.41875,-20.2875,-37.293751,MagneticField,,,,,,,,,,
2024-06-06 12:12:05.305,,,,-0.177069,3.354139,9.326625,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.325,,,,-0.581456,3.486343,9.904491,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.345,,,,-0.101695,3.238087,9.48455,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.361,,,,2.475,-20.38125,-37.387501,MagneticField,,,,,,,,,,
2024-06-06 12:12:05.365,,,,0.364307,2.739184,9.002995,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.380,,,,-160.80145,-19.064404,-0.768578,Orientation,,,,,,,,,,
2024-06-06 12:12:05.385,,,,0.306879,2.654238,9.238688,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.405,,,,-0.074178,2.777469,10.025329,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.421,,,,2.55,-20.587502,-37.387501,MagneticField,,,,,,,,,,
2024-06-06 12:12:05.425,,,,-0.198604,3.062215,10.076775,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.445,,,,-0.125623,3.095714,9.747761,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.465,,,,0.014357,3.272783,9.506086,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.481,,,,2.5875,-20.587502,-37.368752,MagneticField,,,,,,,,,,
2024-06-06 12:12:05.485,,,,0.397807,3.39721,8.7015,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.505,,,,0.71007,3.247658,8.660822,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.525,,,,0.656232,3.269194,9.089137,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.541,,,,2.64375,-20.625,-37.237503,MagneticField,,,,,,,,,,
2024-06-06 12:12:05.545,,,,0.500698,3.301497,9.399606,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.565,,,,0.382253,3.171088,9.602996,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.580,,,,-160.163483,-18.868114,0.781204,Orientation,,,,,,,,,,
2024-06-06 12:12:05.585,,,,0.355932,3.022733,9.812367,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.601,,,,2.83125,-20.6625,-36.75,MagneticField,,,,,,,,,,
