dateTime,BandAccX,BandAccY,BandAccZ,altitude,course,hacc,latitude,longitude,speed,rate,rateZone,usage,deviceStatus,Acceleration_X,Acceleration_Y,Acceleration_Z,MagneticField_X,MagneticField_Y,MagneticField_Z,Orientation_X,Orientation_Y,Orientation_Z,AngularVelocity_X,AngularVelocity_Y,AngularVelocity_Z,act
2024-06-06 12:10:10.334,2555.0,1406.0,5.0,66.443,0.0,5.889,52.33466,4.861791,0.0,158.61338573422393,0.8284428261779685,on,KEYGUARD_SHOWN,-2.324627,4.750052,-5.8624155,-27.2718765,-21.9468755,-20.4937505,165.59616476483137,-7.95254097888927,131.01981498524717,0.0191023670886076,0.6287383417721519,-0.3456060253164557,run
2024-06-06 12:10:10.335,3157.100764189989,235.5958157009211,-97.13268153149504,66.443,0.0,5.889,52.33466,4.861791,0.0,158.61692154042527,0.8284591711263292,on,KEYGUARD_SHOWN,-1.585843,3.407978,-4.721637,-27.82500166666667,-21.75625033333333,-20.268750333333333,166.22559875624268,-9.964210069484418,128.73006305475866,0.0177202278481012,0.6353355569620253,-0.3474196708860759,run
2024-06-06 12:10:10.336,3732.5,-774.5,-194.0,66.443,0.0,5.889,52.33466,4.861791,0.0,158.6204500293889,0.828475459833603,on,KEYGUARD_SHOWN,-1.447857,2.6793633333333333,-3.795814,-28.378126833333333,-21.565625166666667,-20.04375016666667,166.94092378251142,-11.949203913293283,126.40235874993472,0.0163380886075949,0.6419327721518987,-0.3492333164556962,run
2024-06-06 12:10:10.337,4183.437865446716,-1455.304107409248,-260.7521530972224,66.443,0.0,5.889,52.33466,4.861791,0.0,158.62397115045744,0.8284916919788451,on,KEYGUARD_SHOWN,-1.309871,1.950748666666667,-2.869991,-28.931252,-21.375,-19.81875,167.74435358799764,-13.90374278522015,124.03087980984292,0.0149559493670886,0.6485299873417721,-0.3510469620253165,run
2024-06-06 12:10:10.355,4499.017264032148,-1801.6692801108084,-295.0800564709974,66.443,0.0,5.889,52.33466,4.861791,0.0,158.62748485297368,0.8285078672411111,on,KEYGUARD_SHOWN,-1.171885,1.222134,-1.944168,-29.182502,-21.25125,-19.6575002,168.63837072645757,-15.823837533702866,121.60978582655773,0.0135738101265822,0.6551272025316455,-0.3528606075949367,run
2024-06-06 12:10:10.375,4690.056785629638,-1849.4073200080488,-300.30980525819183,66.443,0.0,5.889,52.33466,4.861791,0.0,158.6309910862803,0.828523985299456,on,KEYGUARD_SHOWN,-1.662413,0.02991,-0.108275,-29.433752,-21.1275,-19.4962504,169.62568252195672,-17.705264958266476,119.1332389414281,0.0121916708860759,0.6617244177215189,-0.354674253164557,run
2024-06-06 12:10:10.395,4767.375020112534,-1634.3300290043328,-279.7674945956723,66.443,0.0,5.889,52.33466,4.861791,0.0,158.63448979972,0.8285400458329351,on,KEYGUARD_SHOWN,-2.431108,-0.678365,0.837488,-29.685002,-21.00375,-19.3350006,170.70916501064167,-19.543544904056013,116.59543859261956,0.0108095316455696,0.6683216329113923,-0.3564878987341772,run
2024-06-06 12:10:10.396,4741.790557354176,-1192.2492090030248,-236.77921962030567,66.443,0.0,5.889,52.33466,4.861791,0.0,158.63798094263544,0.8285560485206034,on,KEYGUARD_SHOWN,-2.981856,-0.7718846666666667,1.4536396666666669,-29.936252,-20.880000000000003,-19.1737508,171.891792,-21.33392,113.990673,0.0094273924050633,0.6749188481012658,-0.3583015443037974,run
2024-06-06 12:10:10.397,4624.121987227911,-558.9766619074906,-174.67107546895878,66.443,0.0,5.889,52.33466,4.861791,0.0,158.6414644643694,0.8285719930415164,on,KEYGUARD_SHOWN,-3.532604,-0.8654043333333333,2.0697913333333333,-30.187502,-20.75625,-19.012501,171.2356982952989,-21.021409839921493,113.2859798452402,0.0080452531645569,0.6815160632911392,-0.3601151898734177,run
2024-06-06 12:10:10.415,4425.187899607078,229.6758103789045,-96.76915727849824,66.443,0.0,5.889,52.33466,4.861791,0.0,158.6449403142645,0.8285878790747293,on,KEYGUARD_SHOWN,-4.083352,-0.958924,2.685943,-29.85468925,-20.94375,-18.95625075,170.57689141422549,-20.71646019643474,112.57895323001398,0.0066631139240506,0.6881132784810127,-0.361928835443038,run
