dateTime,BandAccX,BandAccY,BandAccZ,X,Y,Z,Type,altitude,course,hacc,latitude,longitude,speed,rate,rateZone,usage,type
2024-06-06 12:16:38.377,,,,-23.737501,-10.181251,-38.193752,MagneticField,,,,,,,,,,
2024-06-06 12:16:38.379,,,,5.181059,-0.179462,7.803593,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.399,,,,3.809374,0.954138,7.381259,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.419,,,,4.07737,1.134796,7.844271,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.431,,,,-0.017843,-0.059122,-0.000932,AngularVelocity,,,,,,,,,,
2024-06-06 12:16:38.437,,,,-23.868752,-10.106251,-37.950001,MagneticField,,,,,,,,,,
2024-06-06 12:16:38.439,,,,4.751547,0.760319,8.584251,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.459,,,,4.615157,0.379861,8.572288,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.479,,,,4.825725,0.172283,8.14457,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.497,,,,-24.281252,-10.14375,-37.78125,MagneticField,,,,,,,,,,
2024-06-06 12:16:38.499,,,,5.507082,-0.180658,7.872985,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.519,,,,5.545366,-0.698704,8.402397,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.531,,,,160.742464,1.845129,-30.976889,Orientation,,,,,,,,,,
2024-06-06 12:16:38.539,,,,5.047061,-0.8668,8.301898,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.547,608.6,4048.6,-515.8,,,,,,,,,,,,,,
2024-06-06 12:16:38.557,,,,-25.012501,-9.7875,-37.443752,MagneticField,,,,,,,,,,
2024-06-06 12:16:38.559,,,,5.477171,-0.902692,8.488539,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.579,,,,6.01077,-1.042673,9.312267,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.599,,,,6.128019,-1.206581,8.878569,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.617,,,,-25.63125,-9.337501,-37.200001,MagneticField,,,,,,,,,,
2024-06-06 12:16:38.619,,,,5.735596,-0.968495,8.292327,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.639,,,,5.391628,-0.735793,8.541181,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.659,,,,5.225327,-0.902692,8.486146,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.677,,,,-26.493752,-8.85,-37.068752,MagneticField,,,,,,,,,,
2024-06-06 12:16:38.679,,,,5.086543,-0.985245,7.467401,Acceleration,,,,,,,,,,
2024-06-06 12:16:38.699,,,,5.694918,-0.893121,7.563114,Acceleration,,,,,,,,,,
