time,type,package
2024-06-05 07:57:10,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:57:10,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:57:16,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:57:16,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:57:17,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:57:24,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:57:24,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:57:25,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:57:33,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:57:33,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:57:33,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:57:51,STANDBY_BUCKET_CHANGED,android.ext.services
2024-06-05 07:57:51,STANDBY_BUCKET_CHANGED,com.huawei.vassistant
2024-06-05 07:57:51,STANDBY_BUCKET_CHANGED,com.huawei.contentsensor
2024-06-05 07:57:51,STANDBY_BUCKET_CHANGED,com.huawei.hiaction
2024-06-05 07:58:04,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:58:04,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:58:04,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:58:15,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:58:15,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:58:16,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:58:30,STANDBY_BUCKET_CHANGED,com.android.systemui
2024-06-05 07:58:32,STANDBY_BUCKET_CHANGED,com.android.permissioncontroller
2024-06-05 07:58:42,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:58:42,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:58:47,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:58:47,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:58:47,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:59:48,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:59:48,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:59:48,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 07:59:54,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 07:59:54,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 07:59:54,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 08:00:02,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 08:00:02,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 08:00:23,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 08:00:23,ACTIVITY_RESUMED,com.zhihu.android
2024-06-05 08:00:23,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 08:01:14,SCREEN_NON_INTERACTIVE,android
2024-06-05 08:01:14,ACTIVITY_PAUSED,com.zhihu.android
2024-06-05 08:01:15,KEYGUARD_SHOWN,android
2024-06-05 08:01:15,ACTIVITY_STOPPED,com.zhihu.android
2024-06-05 08:01:15,STANDBY_BUCKET_CHANGED,com.huawei.android.thememanager
2024-06-05 08:01:16,STANDBY_BUCKET_CHANGED,com.huawei.android.hsf
2024-06-05 08:01:17,STANDBY_BUCKET_CHANGED,com.huawei.pengine
2024-06-05 08:22:28,STANDBY_BUCKET_CHANGED,android.ext.services
2024-06-05 08:22:28,STANDBY_BUCKET_CHANGED,com.huawei.vassistant
2024-06-05 08:22:28,STANDBY_BUCKET_CHANGED,com.huawei.contentsensor
2024-06-05 08:22:28,STANDBY_BUCKET_CHANGED,com.huawei.hiaction
2024-06-05 08:38:50,STANDBY_BUCKET_CHANGED,com.huawei.intelligent
2024-06-05 08:38:50,STANDBY_BUCKET_CHANGED,com.android.providers.blockednumber
2024-06-05 08:38:50,STANDBY_BUCKET_CHANGED,com.android.providers.userdictionary
2024-06-05 08:38:50,STANDBY_BUCKET_CHANGED,com.huawei.pengine
2024-06-05 08:55:09,STANDBY_BUCKET_CHANGED,android.ext.services
2024-06-05 08:55:09,STANDBY_BUCKET_CHANGED,com.huawei.vassistant
2024-06-05 08:55:09,STANDBY_BUCKET_CHANGED,com.huawei.contentsensor
2024-06-05 08:55:09,STANDBY_BUCKET_CHANGED,com.huawei.hiaction
2024-06-05 09:22:28,STANDBY_BUCKET_CHANGED,com.android.systemui
2024-06-05 09:58:49,STANDBY_BUCKET_CHANGED,com.huawei.intelligent
2024-06-05 10:22:29,STANDBY_BUCKET_CHANGED,android.ext.services
2024-06-05 10:22:29,STANDBY_BUCKET_CHANGED,com.huawei.vassistant
2024-06-05 10:22:29,STANDBY_BUCKET_CHANGED,com.huawei.contentsensor
2024-06-05 10:22:29,STANDBY_BUCKET_CHANGED,com.huawei.hiaction
2024-06-05 10:22:29,STANDBY_BUCKET_CHANGED,com.huawei.hifolder
2024-06-05 10:22:29,STANDBY_BUCKET_CHANGED,com.huawei.android.thememanager
2024-06-05 10:22:29,STANDBY_BUCKET_CHANGED,com.huawei.android.hsf
2024-06-05 10:22:29,STANDBY_BUCKET_CHANGED,com.huawei.intelligent
2024-06-05 10:22:29,STANDBY_BUCKET_CHANGED,com.huawei.search
2024-06-05 10:22:29,STANDBY_BUCKET_CHANGED,com.huawei.hiai
2024-06-05 10:22:29,STANDBY_BUCKET_CHANGED,com.google.android.webview
2024-06-05 10:22:29,STANDBY_BUCKET_CHANGED,com.android.systemui
2024-06-05 10:22:29,STANDBY_BUCKET_CHANGED,com.taobao.taobao
2024-06-05 11:22:30,STANDBY_BUCKET_CHANGED,com.android.systemui
2024-06-05 11:58:49,STANDBY_BUCKET_CHANGED,com.huawei.search
2024-06-05 11:58:49,STANDBY_BUCKET_CHANGED,com.huawei.hiai
2024-06-05 11:58:49,STANDBY_BUCKET_CHANGED,com.huawei.intelligent
2024-06-05 13:46:25,NOTIFICATION_INTERRUPTION,com.tencent.mobileqq
2024-06-05 14:35:57,SCREEN_INTERACTIVE,android
2024-06-05 14:35:59,STANDBY_BUCKET_CHANGED,com.huawei.pengine
